TERM,COURSE,ENRL,MEDIAN
18S,ARTH-13.01-01,18,A-
18S,ARTH-28.02-01,23,A-
18S,ARTH-40.02-01,20,A/A-
18S,ARTH-41.01-01,20,A-
18S,ARTH-48.02-01,14,B+
18S,ARTH-63.01-01,10,A
18S,ARTH-81.02-01,13,A-
18S,ASTR-001-01,115,A-
18S,ASTR-015-01,20,A-/B+
18S,BIOL-012-01,57,B
18S,BIOL-012-02,48,B
18S,BIOL-016-01,40,B
18S,BIOL-033-01,28,A-
18S,BIOL-037-01,27,B+
18S,BIOL-043-01,22,A-
18S,BIOL-049-01,19,B
18S,BIOL-063-01,16,A
18S,BIOL-066-01,25,A-
18S,BIOL-069-01,18,A
18S,BIOL-07.02-01,16,A-
18S,BIOL-099-01,13,A
18S,BIOL-11.08-01,29,B
18S,CHEM-006-01,93,B
18S,CHEM-006-02,109,B
18S,CHEM-041-01,31,B+
18S,CHEM-051-01,59,B
18S,CHEM-076-01,11,B+
18S,CHIN-003-01,10,A
18S,CHIN-003-02,14,A-/B+
18S,CHIN-010-01,57,A
18S,CHIN-023-01,11,A
18S,CHIN-63.02-01,34,A
18S,CLST-001-01,20,A-
18S,CLST-002-01,31,A-
18S,CLST-014-01,24,A-
18S,CLST-026-01,12,A-
18S,CLST-07.08-01,15,A-
18S,CLST-12.02-01,21,A-
18S,COCO-021-01,20,A
18S,COGS-001-01,38,B
18S,COGS-026-01,36,A
18S,COGS-11.01-01,27,A-
18S,COLT-07.16-01,16,A
18S,COLT-52.02-01,20,A-
18S,COLT-62.04-01,25,A-
18S,COSC-001-01,93,A-
18S,COSC-010-01,63,B+
18S,COSC-011-01,73,B+
18S,COSC-022-01,16,A
18S,COSC-024-01,15,A-
18S,COSC-027-01,11,A
18S,COSC-031-01,46,B+/B
18S,COSC-039-01,13,B+
18S,COSC-050-01,41,A-
18S,COSC-052-01,65,A-
18S,COSC-056-01,45,A-
18S,COSC-060-01,22,A
18S,COSC-065-01,21,B+
18S,COSC-067-01,30,A/A-
18S,COSC-072-01,33,A
18S,COSC-074-01,58,B+
18S,COSC-086-01,20,A-
18S,COSC-098-01,34,A-
18S,COSC-099-01,14,A
18S,EARS-001-01,54,B+
18S,EARS-003-01,140,B+
18S,EARS-033-01,12,A
18S,EARS-064-01,13,B+
18S,EARS-070-01,11,A-
18S,EARS-076-01,17,A-
18S,EARS-078-01,22,A-
18S,EARS-089-01,11,A
18S,ECON-001-01,79,B
18S,ECON-001-02,79,B
18S,ECON-001-03,46,B+/B
18S,ECON-001-04,46,B+/B
18S,ECON-002-01,43,B+
18S,ECON-010-01,46,B
18S,ECON-010-02,46,B
18S,ECON-015-01,31,A
18S,ECON-016-01,23,A
18S,ECON-020-01,50,B+
18S,ECON-020-02,50,B+
18S,ECON-021-01,33,B
18S,ECON-021-02,33,B
18S,ECON-021-03,46,B
18S,ECON-021-04,46,B
18S,ECON-022-01,62,B+
18S,ECON-022-02,62,B+
18S,ECON-022-03,68,B+
18S,ECON-022-04,68,B+
18S,ECON-024-01,64,B+
18S,ECON-024-02,64,B+
18S,ECON-026-01,21,A-
18S,ECON-026-02,21,A-
18S,ECON-029-01,62,B+
18S,ECON-029-02,62,B+
18S,ECON-029-03,62,B+
18S,ECON-036-01,60,B+
18S,ECON-036-02,60,B+
18S,ECON-038-01,34,B+
18S,ECON-039-01,34,B+
18S,ECON-039-02,34,B+
18S,ECON-045-01,27,A-
18S,ECON-045-02,27,A-
18S,ECON-046-01,45,A-
18S,ECON-046-02,45,A-
18S,ECON-046-03,45,A-
18S,ECON-049-01,24,A-/B+
18S,ECON-049-02,24,A-/B+
18S,EDUC-001-01,26,B
18S,EDUC-027-01,38,B+
18S,EDUC-051-01,21,B+
18S,EDUC-057-01,35,B+
18S,ENGL-003-01,26,A/A-
18S,ENGL-006-01,19,A
18S,ENGL-017-01,13,A
18S,ENGL-032-01,35,A-
18S,ENGL-033-01,18,A/A-
18S,ENGL-034-01,125,A
18S,ENGL-037-01,51,A-
18S,ENGL-07.02-01,16,A-/B+
18S,ENGL-07.03-01,15,B+
18S,ENGL-07.36-01,16,A-
18S,ENGL-080-01,14,A-
18S,ENGL-082-01,14,A
18S,ENGL-083-01,10,A-
18S,ENGL-084-01,12,A-
18S,ENGL-51.02-01,13,A-
18S,ENGL-52.06-01,25,A-
18S,ENGL-52.18-01,29,A-
18S,ENGL-53.23-01,11,A-
18S,ENGL-53.28-01,24,A/A-
18S,ENGL-55.12-01,38,A
18S,ENGL-64.02-01,18,A-
18S,ENGL-72.13-01,12,A-
18S,ENGL-74.04-01,14,A
18S,ENGL-87.01-01,11,B+
18S,ENGL-87.10-01,11,A
18S,ENGS-005-01,38,B+
18S,ENGS-009-01,17,A-
18S,ENGS-012-01,25,A
18S,ENGS-012-02,23,A
18S,ENGS-020-01,49,B+
18S,ENGS-020-02,46,A-
18S,ENGS-021-01,66,A-
18S,ENGS-022-01,52,B+
18S,ENGS-023-01,17,B-
18S,ENGS-024-01,57,A-
18S,ENGS-025-01,45,A-
18S,ENGS-030-01,15,A-
18S,ENGS-031-01,45,A-
18S,ENGS-044-01,44,A/A-
18S,ENGS-046-01,17,A-
18S,ENGS-056-01,13,A-
18S,ENGS-069-01,21,B+
18S,ENGS-07.05-01,16,A
18S,ENGS-071-01,47,A-
18S,ENGS-088-01,19,A
18S,ENGS-146-01,13,A
18S,ENGS-147-01,11,A-
18S,ENGS-15.02-01,20,A
18S,ENGS-165-01,13,B+
18S,ENGS-85.07-01,17,A
18S,ENVS-012-01,48,B+
18S,ENVS-019-01,16,A
18S,ENVS-020-01,22,B
18S,ENVS-045-01,26,B+
18S,ENVS-050-01,29,A
18S,ENVS-056-01,21,A-
18S,ENVS-061-01,30,A-
18S,ENVS-07.04-01,16,A-
18S,ENVS-07.11-01,16,A-
18S,ENVS-80.01-01,20,A-
18S,FILM-023-01,25,B+
18S,FILM-034-01,18,A-
18S,FILM-037-01,18,A
18S,FILM-051-01,15,A-
18S,FILM-07.16-01,16,A-
18S,FILM-41.04-01,26,A
18S,FILM-41.09-01,29,A-
18S,FILM-41.13-01,12,A-
18S,FILM-42.03-01,20,A-
18S,FILM-44.03-01,10,A
18S,FILM-46.07-01,31,A-
18S,FILM-47.24-01,19,A-
18S,FREN-002-02,10,A-
18S,FREN-003-02,14,A-
18S,FREN-003-03,16,A
18S,FREN-008-01,11,A-
18S,FREN-008-03,10,A-
18S,FREN-015-01,13,A-
18S,FREN-025-01,17,A
18S,FREN-10.17-01,20,A-
18S,FREN-53.08-01,13,A
18S,GEOG-001-01,45,B+
18S,GEOG-005-01,40,A-
18S,GEOG-014-01,19,A-
18S,GEOG-017-01,29,A
18S,GEOG-019-01,21,A
18S,GEOG-021-01,21,A
18S,GEOG-028-01,23,A-
18S,GEOG-033-01,12,A
18S,GEOG-034-01,21,A-
18S,GEOG-047-90,10,A/A-
18S,GEOG-050-01,42,B+
18S,GEOG-053-01,16,A-
18S,GEOG-056-01,12,A-/B+
18S,GEOG-07.16-01,15,A-
18S,GEOG-081-90,10,A-
18S,GEOG-082-90,10,B+
18S,GERM-003-01,16,A
18S,GERM-014-01,20,A
18S,GERM-42.06-01,12,A
18S,GERM-82.05-01,13,A
18S,GOVT-004-01,38,B+
18S,GOVT-005-01,43,B+
18S,GOVT-005-02,24,A
18S,GOVT-006-01,44,B+
18S,GOVT-010-01,52,B+
18S,GOVT-010-02,30,B+
18S,GOVT-010-03,23,B+
18S,GOVT-018-01,32,B+
18S,GOVT-018-02,31,B+
18S,GOVT-042-01,32,A-
18S,GOVT-052-01,39,A-
18S,GOVT-057-01,22,B+
18S,GOVT-068-01,37,B+
18S,GOVT-07.03-01,15,A-
18S,GOVT-094-90,14,A
18S,GOVT-095-90,14,A
18S,GOVT-20.01-01,29,B+
18S,GOVT-20.03-01,27,A-
18S,GOVT-30.04-01,20,B+
18S,GOVT-30.09-01,28,A-
18S,GOVT-30.11-01,17,B+
18S,GOVT-40.02-01,20,A-
18S,GOVT-40.15-01,38,A-
18S,GOVT-50.16-01,21,B+
18S,GOVT-50.17-01,29,B+
18S,GOVT-50.18-01,46,A-
18S,GOVT-60.03-01,20,A-
18S,GOVT-60.14-01,17,B+
18S,GOVT-60.17-01,17,A-
18S,GOVT-83.04-01,15,A-
18S,GOVT-83.08-01,13,A-
18S,GOVT-83.21-01,14,A-/B+
18S,GOVT-84.13-01,15,A-
18S,GOVT-84.34-01,16,A-
18S,GOVT-85.37-01,14,A-
18S,GOVT-86.32-01,18,A-
18S,HEBR-010-01,22,A-
18S,HIST-013-01,13,A-
18S,HIST-015-01,64,B+
18S,HIST-020-01,23,A-
18S,HIST-047-01,22,B+
18S,HIST-050-01,10,A-
18S,HIST-053-01,33,B+
18S,HIST-07.01-01,16,B+
18S,HIST-07.29-01,14,A/A-
18S,HIST-07.30-01,13,A-
18S,HIST-075-01,26,B+
18S,HIST-077-01,25,A-
18S,HIST-079-01,36,A-
18S,HIST-08.02-01,24,B+
18S,HIST-25.03-01,26,B+/B
18S,HIST-43.03-01,14,A-
18S,HIST-94.03-01,24,A-
18S,HIST-94.11-01,15,A-
18S,HIST-96.03-01,12,A
18S,HIST-96.21-01,10,A-
18S,HIST-96.25-01,11,A-
18S,HIST-96.32-01,10,A/A-
18S,INTS-17.12-01,20,A-
18S,INTS-81.01-01,19,A
18S,JAPN-003-01,13,B+
18S,JAPN-003-02,17,B
18S,JAPN-010-01,50,A-
18S,JAPN-62.02-01,17,A
18S,JWST-016-01,22,A-
18S,JWST-045-01,16,A-
18S,JWST-051-01,12,A
18S,JWST-07.06-01,15,A
18S,JWST-36.02-01,15,A-
18S,LACS-048-01,10,A
18S,LACS-066-01,11,A-
18S,LACS-30.06-01,20,A-
18S,LACS-50.08-01,38,A-
18S,LAT-003-01,11,A-
18S,LAT-003-02,17,B+
18S,LATS-003-01,20,A
18S,LATS-025-01,19,A-
18S,LATS-037-01,12,A
18S,LATS-040-01,23,A-
18S,LATS-045-01,31,A-
18S,LATS-30.01-01,13,A
18S,LING-001-01,57,B+
18S,LING-017-01,27,A-
18S,LING-020-01,32,A/A-
18S,LING-024-01,20,A
18S,LING-048-01,33,A
18S,LING-07.05-01,16,A-
18S,LING-11.03-01,10,A/A-
18S,MATH-004-01,18,A
18S,MATH-008-01,42,B+
18S,MATH-008-02,42,B+
18S,MATH-010-01,34,A-
18S,MATH-010-02,34,A-
18S,MATH-013-01,62,B+
18S,MATH-013-02,62,B+
18S,MATH-020-01,24,B
18S,MATH-022-01,110,B+
18S,MATH-022-02,110,B+
18S,MATH-022-03,110,B+
18S,MATH-023-01,30,B
18S,MATH-023-02,30,B
18S,MATH-024-01,15,B+
18S,MATH-027-01,15,A
18S,MATH-038-01,14,A
18S,MATH-043-01,26,B+
18S,MATH-060-01,22,A-/B+
18S,MATH-07.03-01,32,A
18S,MATH-07.03-02,32,A
18S,MATH-070-01,13,A-
18S,MATH-087-01,10,A
18S,MUS-001-01,21,A
18S,MUS-004-01,28,A
18S,MUS-006-01,27,A
18S,MUS-025-01,15,A-
18S,MUS-03.02-01,40,A
18S,MUS-051-01,43,A
18S,MUS-070-90,12,A
18S,MUS-074-90,12,A/A-
18S,MUS-087-90,12,A
18S,MUS-16.01-01,11,A-
18S,MUS-45.06-01,24,A
18S,MUS-45.09-01,18,A/A-
18S,MUS-54.03-01,17,A
18S,MUS-56.03-01,26,A
18S,MUS-57.03-01,10,A
18S,NAS-008-01,47,A-
18S,NAS-015-01,64,B+
18S,NAS-019-01,16,A
18S,NAS-025-01,65,A-
18S,NAS-035-01,35,A-
18S,NAS-07.05-01,15,A-
18S,NAS-30.14-01,21,A
18S,PBPL-026-01,48,B
18S,PBPL-028-01,28,A-
18S,PBPL-041-01,20,A-
18S,PBPL-046-01,17,B+
18S,PHIL-005-01,30,A-
18S,PHIL-006-01,20,A
18S,PHIL-01.01-01,27,A
18S,PHIL-01.03-01,24,A-
18S,PHIL-01.08-01,28,B+
18S,PHIL-01.08-02,29,A-
18S,PHIL-010-01,27,A-
18S,PHIL-026-01,36,A
18S,PHIL-027-01,28,A-
18S,PHIL-037-01,23,A-
18S,PHIL-09.01-01,30,A-
18S,PHIL-19.02-01,26,A-
18S,PHIL-80.20-01,17,A-
18S,PHYS-002-01,32,A
18S,PHYS-004-01,29,B+
18S,PHYS-014-01,109,B+
18S,PHYS-014-02,109,B+
18S,PHYS-030-01,15,A-
18S,PHYS-040-01,20,A-
18S,PHYS-07.06-01,16,A
18S,PSYC-001-01,134,B+
18S,PSYC-010-01,56,A-
18S,PSYC-011-01,34,A-
18S,PSYC-022-01,137,A-
18S,PSYC-028-01,117,A-
18S,PSYC-046-01,19,B
18S,PSYC-059-01,14,A/A-
18S,PSYC-065-01,25,B+
18S,PSYC-07.02-01,16,A/A-
18S,PSYC-51.05-01,22,A-
18S,PSYC-52.04-01,16,A-
18S,PSYC-53.11-01,28,A-
18S,PSYC-54.03-01,24,A-
18S,PSYC-54.06-01,23,A
18S,PSYC-80.01-01,12,A
18S,PSYC-80.02-01,14,A-
18S,PSYC-83.07-01,16,A
18S,PSYC-84.05-01,14,A
18S,QSS-018-01,32,B+
18S,QSS-018-02,31,B+
18S,QSS-041-01,27,A-
18S,QSS-30.03-01,14,A-/B+
18S,REL-01.02-01,16,B+/B
18S,REL-018-01,54,A-
18S,REL-036-01,33,A
18S,REL-19.25-01,20,B+
18S,REL-19.27-01,25,A-
18S,REL-20.01-01,12,B+
18S,REL-32.06-01,15,A-
18S,REL-32.07-01,10,B+
18S,REL-40.07-01,12,A
18S,RUSS-003-01,11,A
18S,RUSS-014-01,14,A-
18S,RUSS-019-01,18,A-/B+
18S,RUSS-035-01,23,A-
18S,SART-015-01,14,A
18S,SART-015-02,15,A
18S,SART-016-01,14,A
18S,SART-025-01,14,A
18S,SART-027-01,11,A-
18S,SART-029-01,12,A/A-
18S,SART-030-01,10,A
18S,SART-031-01,10,A
18S,SART-077-01,11,A-
18S,SART-077-02,14,A
18S,SART-17.13-01,12,A/A-
18S,SOCY-001-01,49,A
18S,SOCY-011-01,24,B+/B
18S,SOCY-026-01,27,B
18S,SOCY-028-01,39,A-
18S,SOCY-030-01,48,A-
18S,SOCY-033-01,11,A-
18S,SOCY-038-01,30,A
18S,SOCY-048-01,23,A-
18S,SOCY-062-01,22,A-/B+
18S,SOCY-07.01-01,16,A-
18S,SOCY-07.03-01,16,B+
18S,SOCY-091-01,12,B+
18S,SOCY-36.01-01,29,A
18S,SPAN-001-01,46,A-
18S,SPAN-001-02,46,A-
18S,SPAN-001-03,46,A-
18S,SPAN-002-01,64,A-
18S,SPAN-002-02,64,A-
18S,SPAN-002-03,64,A-
18S,SPAN-002-04,64,A-
18S,SPAN-003-01,86,A-
18S,SPAN-003-02,86,A-
18S,SPAN-003-03,86,A-
18S,SPAN-003-04,86,A-
18S,SPAN-003-05,86,A-
18S,SPAN-003-91,16,A-
18S,SPAN-005-91,16,A
18S,SPAN-006-91,16,B+
18S,SPAN-009-01,24,A-
18S,SPAN-009-02,24,A-
18S,SPAN-020-01,27,A-
18S,SPAN-020-02,27,A-
18S,SPAN-023-90,16,A/A-
18S,SPAN-030-01,18,A-
18S,SPAN-033-90,16,A
18S,SPAN-035-90,16,A
18S,SPAN-40.07-01,13,A-
18S,SPAN-50.01-01,16,A
18S,SPAN-55.08-01,21,A
18S,SPAN-63.05-01,16,A
18S,SPEE-20.02-01,11,A
18S,SPEE-20.03-01,13,A-
18S,SPEE-20.03-02,14,A-
18S,THEA-017-01,18,A
18S,THEA-027-01,12,A
18S,THEA-030-01,18,A
18S,THEA-030-02,16,A
18S,THEA-040-01,17,A
18S,THEA-048-01,14,A
18S,THEA-050-01,12,A-
18S,THEA-07.01-01,16,A-
18S,THEA-07.01-02,16,A
18S,THEA-10.05-01,31,A-
18S,THEA-10.08-01,20,A
18S,THEA-10.32-01,12,A
18S,TUCK-001-01,135,B
18S,TUCK-001-02,135,B
18S,WGSS-016-01,29,A
18S,WGSS-018-01,32,A
18S,WGSS-07.01-01,16,A
18S,WGSS-07.16-01,16,A
18S,WGSS-31.04-01,29,B+
18S,WGSS-33.07-01,22,A-/B+
18S,WGSS-33.08-01,29,A
18S,WGSS-34.02-01,19,A-
18S,WGSS-42.05-01,35,A
18S,WGSS-42.06-01,28,A
18S,WGSS-59.07-01,13,A
18S,WGSS-67.01-01,12,A
18S,WRIT-041-01,20,A-
18S,WRIT-07.13-01,16,A
18S,WRIT-07.14-01,15,B+
18S,WRIT-07.19-01,16,A
18S,WRIT-07.20-01,16,A
18S,WRIT-07.21-01,14,A
18S,WRIT-07.22-01,15,A
18S,WRIT-07.23-01,15,A
18S,WRIT-07.24-01,15,A
19S,AAAS-011-01,27,A-
19S,AAAS-015-01,18,A-
19S,AAAS-025-01,16,A-/B+
19S,AAAS-050-01,21,B+
19S,AAAS-053-01,12,A-
19S,AAAS-32.05-01,32,A-
19S,AAAS-32.15-01,17,A
19S,AAAS-32.50-01,18,A
19S,AAAS-35.50-01,20,A
19S,AAAS-36.50-01,27,A
19S,AAAS-60.50-01,16,A
19S,AAAS-83.08-01,32,A
19S,AAAS-86.04-01,25,A
19S,AAAS-88.15-01,17,A
19S,AAAS-90.01-01,14,A-/B+
19S,ANTH-003-01,43,A
19S,ANTH-005-01,12,A
19S,ANTH-006-01,57,A-
19S,ANTH-031-01,29,A
19S,ANTH-033-01,32,A
19S,ANTH-040-01,14,A
19S,ANTH-044-01,27,A
19S,ANTH-045-01,21,A-
19S,ANTH-062-01,35,A
19S,ANTH-064-01,21,A
19S,ANTH-065-01,16,A
19S,ANTH-076-01,20,A
19S,ANTH-50.23-01,21,A
19S,ANTH-50.25-01,34,A-
19S,ANTH-50.27-01,20,A
19S,ANTH-50.28-01,16,A
19S,ARAB-003-01,15,A
19S,ARAB-003-02,15,A
19S,ARTH-15.01-01,22,A-
19S,ARTH-26.01-90,14,A-
19S,ARTH-26.02-90,14,A/A-
19S,ARTH-26.03-90,14,A
19S,ARTH-41.04-01,25,A-
19S,ARTH-48.06-01,19,A-
19S,ARTH-61.71-01,13,A
19S,ARTH-62.20-01,18,A-
19S,ASCL-10.01-01,50,A-
19S,ASCL-10.03-01,48,A-
19S,ASCL-60.92-01,12,A
19S,ASCL-62.06-01,31,A
19S,ASCL-62.08-01,18,A-
19S,ASCL-70.07-01,25,A
19S,ASCL-70.17-01,21,A
19S,ASCL-70.18-01,17,A-
19S,ASTR-001-01,144,A-
19S,ASTR-019-01,32,A-
19S,BIOL-012-01,54,B
19S,BIOL-012-02,39,B
19S,BIOL-016-01,42,B
19S,BIOL-025-01,23,B+
19S,BIOL-026-01,17,A-
19S,BIOL-037-01,26,B+
19S,BIOL-043-01,28,B+
19S,BIOL-049-01,28,B
19S,BIOL-063-01,16,A
19S,BIOL-066-01,24,A-
19S,BIOL-069-01,24,A-
19S,BIOL-07.02-01,15,A
19S,BIOL-099-01,10,A
19S,BIOL-11.08-01,23,B
19S,CHEM-006-01,28,B+/B
19S,CHEM-006-02,118,B
19S,CHEM-041-01,28,A-
19S,CHEM-051-01,78,B
19S,CHEM-058-01,14,A-
19S,CHEM-076-01,11,B+
19S,CHIN-003-01,10,A/A-
19S,CHIN-003-02,14,A-
19S,CHIN-033-01,12,A-
19S,CLST-002-01,17,A
19S,CLST-030-90,12,A-
19S,CLST-030-91,12,A/A-
19S,CLST-031-90,12,A
19S,CLST-10.08-01,26,A
19S,CLST-12.02-01,24,A
19S,COCO-021-01,26,A
19S,COGS-001-01,28,B+/B
19S,COGS-025-01,28,B+
19S,COLT-07.09-01,14,A-
19S,COLT-10.21-01,10,A-
19S,COLT-56.02-01,12,A
19S,COLT-57.05-01,12,A-
19S,COLT-57.08-01,18,A
19S,COLT-60.01-01,14,A
19S,COLT-64.01-01,48,A-
19S,COSC-001-01,162,A-
19S,COSC-010-01,88,B+
19S,COSC-011-01,25,B+
19S,COSC-024-01,22,B+
19S,COSC-027-01,17,A
19S,COSC-028-01,10,A
19S,COSC-031-01,54,B+
19S,COSC-050-01,60,A-
19S,COSC-052-01,68,A-
19S,COSC-056-01,49,A-
19S,COSC-065-01,20,A
19S,COSC-072-01,31,A-
19S,COSC-077-01,15,A
19S,COSC-25.01-01,28,A
19S,COSC-89.11-01,52,A
19S,COSC-89.20-01,18,A
19S,COSC-89.21-01,25,A
19S,COSC-89.22-01,11,A-
19S,COSC-98.02-01,31,A-
19S,COSC-99.02-01,13,A
19S,CRWT-010-01,12,A
19S,CRWT-010-02,11,A-
19S,CRWT-020-01,12,A
19S,CRWT-021-01,12,B+
19S,CRWT-022-01,12,A
19S,EARS-001-01,53,B+
19S,EARS-003-01,73,A-
19S,EARS-019-01,32,A-
19S,EARS-038-01,16,A-
19S,EARS-07.06-01,15,A
19S,EARS-071-01,12,A-
19S,ECON-001-01,73,B
19S,ECON-001-02,73,B
19S,ECON-001-03,65,B
19S,ECON-001-04,65,B
19S,ECON-002-01,43,B+
19S,ECON-005-01,18,A-
19S,ECON-010-01,58,B
19S,ECON-010-02,58,B
19S,ECON-015-01,19,B+
19S,ECON-016-01,23,A-
19S,ECON-020-01,58,B
19S,ECON-020-02,58,B
19S,ECON-021-01,57,B
19S,ECON-021-02,57,B
19S,ECON-022-01,65,B+
19S,ECON-022-02,65,B+
19S,ECON-022-03,41,B+
19S,ECON-022-04,41,B+
19S,ECON-024-01,53,B+
19S,ECON-024-02,53,B+
19S,ECON-026-01,30,B+
19S,ECON-026-02,30,B+
19S,ECON-028-01,33,B+
19S,ECON-029-01,39,B+
19S,ECON-029-02,39,B+
19S,ECON-038-01,35,A-
19S,ECON-039-01,62,A-/B+
19S,ECON-039-02,62,A-/B+
19S,ECON-045-01,24,A-
19S,ECON-045-02,24,A-
19S,ECON-046-01,33,A-
19S,ECON-046-02,33,A-
19S,ECON-046-03,33,A-
19S,ECON-049-01,20,A-
19S,ECON-049-02,20,A-
19S,ECON-087-01,13,A
19S,EDUC-050-01,11,B
19S,EDUC-051-01,28,B+
19S,ENGL-003-01,31,A-
19S,ENGL-006-01,18,A/A-
19S,ENGL-017-01,14,A
19S,ENGL-027-01,12,A
19S,ENGL-032-01,33,A-
19S,ENGL-034-01,184,A
19S,ENGL-037-01,51,A-
19S,ENGL-045-01,11,A
19S,ENGL-07.36-01,16,B+
19S,ENGL-07.37-01,16,A-
19S,ENGL-07.50-01,16,A-/B+
19S,ENGL-07.51-01,16,B+
19S,ENGL-07.52-01,16,A
19S,ENGL-52.18-01,27,A-
19S,ENGL-53.08-01,28,A-
19S,ENGL-53.20-01,39,A-
19S,ENGL-53.29-01,20,A
19S,ENGL-54.04-01,11,A-
19S,ENGL-55.12-01,94,A-
19S,ENGL-55.17-01,15,A
19S,ENGL-55.18-01,24,A-
19S,ENGL-64.04-01,15,A
19S,ENGL-75.02-01,12,A
19S,ENGS-005-01,60,A-
19S,ENGS-009-01,30,B+
19S,ENGS-012-01,25,A
19S,ENGS-012-02,21,A
19S,ENGS-020-01,46,B+
19S,ENGS-020-02,46,B+
19S,ENGS-021-01,69,A
19S,ENGS-022-01,50,B+
19S,ENGS-023-01,19,B
19S,ENGS-024-01,49,A-
19S,ENGS-025-01,47,A-
19S,ENGS-026-01,31,A-
19S,ENGS-030-01,15,A-
19S,ENGS-031-01,49,A-
19S,ENGS-044-01,36,A-/B+
19S,ENGS-056-01,14,A-/B+
19S,ENGS-069-01,20,A
19S,ENGS-07.05-01,16,A-
19S,ENGS-071-01,56,A-
19S,ENGS-088-01,10,A
19S,ENGS-128-01,11,A
19S,ENGS-146-01,12,A/A-
19S,ENGS-15.02-01,15,A
19S,ENGS-165-01,12,A
19S,ENVS-012-01,44,A-
19S,ENVS-015-01,44,A-
19S,ENVS-020-01,23,B
19S,ENVS-045-01,21,B+
19S,ENVS-050-01,28,A
19S,ENVS-056-01,29,A-
19S,ENVS-061-01,31,A-
19S,ENVS-07.04-01,16,A-
19S,ENVS-07.14-01,15,A-
19S,ENVS-80.08-01,32,A
19S,FILM-032-01,18,A
19S,FILM-034-01,12,A
19S,FILM-051-01,11,A
19S,FILM-07.15-01,16,A-
19S,FILM-42.14-01,30,A
19S,FILM-42.16-01,32,A-
19S,FILM-44.02-01,11,A-
19S,FILM-47.07-01,12,A-
19S,FILM-47.21-01,12,A-
19S,FILM-47.24-01,53,A
19S,FILM-47.26-01,22,B+
19S,FREN-003-01,12,A-
19S,FREN-003-02,19,A-
19S,FREN-003-03,11,B+
19S,FREN-008-01,10,A
19S,FREN-021-01,11,A-
19S,FREN-022-01,17,A
19S,FRIT-37.07-01,12,A
19S,GEOG-001-01,40,A-
19S,GEOG-005-01,33,A-
19S,GEOG-012-01,22,B+
19S,GEOG-015-01,35,B+
19S,GEOG-016-01,10,A-
19S,GEOG-017-01,33,A
19S,GEOG-035-01,12,A-
19S,GEOG-036-01,25,A-
19S,GEOG-047-90,12,A/A-
19S,GEOG-050-01,40,A-/B+
19S,GEOG-056-01,15,B+
19S,GEOG-062-01,17,A
19S,GEOG-07.17-01,16,A
19S,GEOG-081-90,12,A-
19S,GEOG-082-90,11,A-
19S,GEOG-80.04-01,12,A-
19S,GEOG-80.06-01,21,A
19S,GEOG-80.08-01,14,A-
19S,GERM-002-03,10,A
19S,GERM-003-01,12,A
19S,GERM-015-01,48,A-
19S,GOVT-003-01,35,B+
19S,GOVT-003-02,30,B+
19S,GOVT-004-01,38,B+
19S,GOVT-005-01,44,B+
19S,GOVT-005-02,41,B+
19S,GOVT-006-01,38,B+
19S,GOVT-010-01,28,B+
19S,GOVT-010-02,26,A-/B+
19S,GOVT-016-01,22,A-
19S,GOVT-016-02,22,B+
19S,GOVT-053-01,23,B+
19S,GOVT-058-01,31,A-
19S,GOVT-067-01,28,B+
19S,GOVT-068-01,62,B+
19S,GOVT-069-01,40,B
19S,GOVT-07.03-01,16,A-
19S,GOVT-094-90,14,A-
19S,GOVT-095-90,14,A-
19S,GOVT-20.01-01,18,B+
19S,GOVT-30.10-01,26,A-
19S,GOVT-30.12-01,30,A-
19S,GOVT-40.15-01,37,B+
19S,GOVT-50.08-01,23,B+
19S,GOVT-60.17-01,27,A-
19S,GOVT-60.22-01,34,A-
19S,GOVT-81.25-01,14,A-
19S,GOVT-83.08-01,12,A-
19S,GOVT-84.06-01,14,A-/B+
19S,GOVT-84.26-01,15,A-
19S,GOVT-84.36-01,25,A
19S,GOVT-85.15-01,12,A-
19S,GOVT-85.27-01,16,A
19S,GOVT-86.25-01,18,A-
19S,GOVT-86.33-01,15,A
19S,HIST-008-01,14,A-
19S,HIST-013-01,10,A-
19S,HIST-015-01,67,B+
19S,HIST-019-01,38,A-
19S,HIST-021-01,31,B+
19S,HIST-028-01,23,A-
19S,HIST-03.03-01,24,B+
19S,HIST-046-01,19,B+
19S,HIST-050-01,11,A-
19S,HIST-052-01,17,B+
19S,HIST-061-01,13,A-
19S,HIST-066-01,18,A-
19S,HIST-069-01,12,A-
19S,HIST-07.32-01,15,A-
19S,HIST-07.33-01,16,A-
19S,HIST-07.34-01,15,B+
19S,HIST-075-01,21,B+
19S,HIST-08.06-01,36,A
19S,HIST-08.08-01,11,A
19S,HIST-080-01,27,A
19S,HIST-25.03-01,21,B+
19S,HIST-91.01-01,14,A
19S,HIST-92.06-01,13,A-
19S,HIST-94.08-01,11,A
19S,HIST-96.25-01,12,A-
19S,HIST-96.33-01,12,A
19S,HUM-03.01-01,10,A-
19S,HUM-03.02-01,13,A-
19S,INTS-015-01,22,A-
19S,INTS-17.04-01,12,A-
19S,INTS-17.08-01,18,A
19S,ITAL-003-02,12,A-
19S,ITAL-07.06-01,16,A
19S,JWST-004-01,10,A/A-
19S,JWST-010-01,11,A
19S,JWST-062-01,34,A
19S,JWST-07.05-01,16,A
