Year,Term,Department,Course Number,Number of Sections,Enrollments,Mean Points
2014,14F,PSYC,6.0,1,73,10.0
2015,15W,PSYC,6.0,1,134,9.0
2015,15F,PSYC,6.0,1,64,10.0
2016,16W,PSYC,6.0,1,73,10.0
2016,16F,PSYC,6.0,1,77,10.0
2017,17W,PSYC,6.0,1,55,11.0
2017,17S,PSYC,6.0,1,30,9.5
2017,17F,PSYC,6.0,1,63,9.0
2018,18W,PSYC,6.0,1,78,10.0
2018,18F,PSYC,6.0,1,71,10.0
2019,19W,PSYC,6.0,1,39,10.0
2019,19F,PSYC,6.0,1,80,10.0
2020,20W,PSYC,6.0,1,33,9.0
2011,11W,PSYC,7.0,1,16,11.0
2011,11S,PSYC,7.0,1,15,11.0
2012,12W,PSYC,7.0,1,16,11.0
2012,12S,PSYC,7.0,1,16,11.0
2013,13W,PSYC,7.0,1,16,11.0
2013,13S,PSYC,7.0,1,15,12.0
2014,14W,PSYC,7.0,1,16,11.0
2014,14S,PSYC,7.0,1,16,11.0
2011,11S,PSYC,10.0,2,104,9.5
2011,11X,PSYC,10.0,1,37,11.0
2011,11F,PSYC,10.0,1,24,11.0
2012,12S,PSYC,10.0,1,75,10.0
2012,12X,PSYC,10.0,1,47,10.0
2012,12F,PSYC,10.0,1,44,10.0
2013,13S,PSYC,10.0,1,77,10.0
2013,13X,PSYC,10.0,1,39,10.0
2013,13F,PSYC,10.0,1,55,11.0
2014,14S,PSYC,10.0,1,72,10.0
2014,14X,PSYC,10.0,1,30,10.5
2014,14F,PSYC,10.0,1,62,10.5
2015,15S,PSYC,10.0,1,72,11.0
2015,15X,PSYC,10.0,1,25,11.0
2015,15F,PSYC,10.0,1,55,11.0
2016,16S,PSYC,10.0,1,68,10.0
2016,16X,PSYC,10.0,1,24,10.0
2016,16F,PSYC,10.0,1,56,11.0
2017,17W,PSYC,10.0,1,43,11.0
2017,17S,PSYC,10.0,1,59,11.0
2017,17X,PSYC,10.0,1,21,11.0
2017,17F,PSYC,10.0,1,51,11.0
2018,18W,PSYC,10.0,1,38,10.0
2018,18S,PSYC,10.0,1,56,11.0
2018,18X,PSYC,10.0,1,41,11.0
2018,18F,PSYC,10.0,1,46,9.0
2019,19W,PSYC,10.0,1,37,10.0
2019,19S,PSYC,10.0,1,39,10.0
2019,19X,PSYC,10.0,1,47,10.0
2019,19F,PSYC,10.0,1,55,10.0
2020,20W,PSYC,10.0,1,31,9.0
2011,11S,PSYC,11.0,1,27,10.0
2011,11X,PSYC,11.0,1,42,9.0
2011,11F,PSYC,11.0,1,35,10.0
2012,12S,PSYC,11.0,1,32,11.0
2012,12X,PSYC,11.0,1,29,10.0
2012,12F,PSYC,11.0,1,38,10.0
2013,13S,PSYC,11.0,1,36,10.0
2013,13X,PSYC,11.0,1,35,9.0
2013,13F,PSYC,11.0,1,39,10.0
2014,14S,PSYC,11.0,1,20,11.0
2014,14X,PSYC,11.0,1,20,10.0
2014,14F,PSYC,11.0,1,26,10.0
2015,15S,PSYC,11.0,1,25,10.0
2015,15X,PSYC,11.0,1,22,11.0
2015,15F,PSYC,11.0,1,21,10.0
2016,16S,PSYC,11.0,1,13,9.0
2016,16X,PSYC,11.0,1,19,10.0
2016,16F,PSYC,11.0,1,33,10.0
2017,17S,PSYC,11.0,1,27,10.0
2017,17X,PSYC,11.0,1,25,11.0
2017,17F,PSYC,11.0,1,26,10.0
2018,18S,PSYC,11.0,1,34,11.0
2018,18F,PSYC,11.0,1,29,10.0
2019,19S,PSYC,11.0,1,45,10.0
2019,19X,PSYC,11.0,1,27,10.0
2019,19F,PSYC,11.0,1,36,11.5
2018,18F,PSYC,15.0,1,28,12.0
2020,20W,PSYC,15.0,1,32,12.0
2011,11S,PSYC,21.0,1,71,9.0
2011,11F,PSYC,21.0,1,49,10.0
2012,12F,PSYC,21.0,1,67,10.0
2013,13S,PSYC,21.0,1,39,10.0
2014,14S,PSYC,21.0,1,65,10.0
2015,15S,PSYC,21.0,1,41,10.0
2015,15F,PSYC,21.0,1,41,10.0
2016,16S,PSYC,21.0,1,44,10.0
2016,16F,PSYC,21.0,1,39,9.0
2017,17F,PSYC,21.0,1,31,10.0
2018,18F,PSYC,21.0,1,62,10.0
2019,19F,PSYC,21.0,1,39,10.0
2014,14S,PSYC,22.0,1,73,11.0
2015,15S,PSYC,22.0,1,64,11.0
2016,16S,PSYC,22.0,1,26,12.0
2017,17S,PSYC,22.0,1,61,11.0
2018,18S,PSYC,22.0,1,137,11.0
2019,19S,PSYC,22.0,1,115,10.0
2011,11W,PSYC,23.0,1,149,10.0
2012,12W,PSYC,23.0,1,136,10.0
2013,13W,PSYC,23.0,1,137,10.0
2013,13S,PSYC,23.0,1,73,10.0
2014,14W,PSYC,23.0,1,99,10.0
2015,15W,PSYC,23.0,1,122,10.0
2016,16W,PSYC,23.0,1,118,10.0
2017,17W,PSYC,23.0,1,111,10.0
2017,17X,PSYC,23.0,1,44,10.5
2018,18W,PSYC,23.0,1,104,12.0
2019,19W,PSYC,23.0,1,125,11.0
2020,20W,PSYC,23.0,1,142,10.0
2011,11F,PSYC,24.0,1,123,9.0
2012,12F,PSYC,24.0,1,105,10.0
2013,13F,PSYC,24.0,1,72,10.0
2014,14F,PSYC,24.0,1,71,9.0
2015,15F,PSYC,24.0,1,58,10.0
2016,16F,PSYC,24.0,1,66,9.5
2017,17F,PSYC,24.0,1,56,9.0
2018,18F,PSYC,24.0,1,53,10.0
2019,19F,PSYC,24.0,1,74,10.0
2011,11W,PSYC,25.0,1,87,12.0
2011,11X,PSYC,25.0,1,174,12.0
2012,12X,PSYC,25.0,1,217,11.0
2013,13W,PSYC,25.0,1,64,11.0
2013,13X,PSYC,25.0,1,137,10.0
2014,14X,PSYC,25.0,1,81,10.0
2015,15X,PSYC,25.0,1,60,11.0
2016,16X,PSYC,25.0,1,57,9.0
2017,17X,PSYC,25.0,1,31,9.0
2018,18X,PSYC,25.0,1,45,10.0
2011,11W,PSYC,26.0,1,50,11.0
2012,12W,PSYC,26.0,1,21,9.0
2013,13W,PSYC,26.0,1,35,9.0
2014,14W,PSYC,26.0,1,32,9.0
2014,14W,PSYC,27.0,1,23,12.0
2015,15W,PSYC,27.0,1,46,10.0
2016,16W,PSYC,27.0,1,25,10.0
2017,17W,PSYC,27.0,1,29,12.0
2019,19W,PSYC,27.0,1,29,12.0
2020,20W,PSYC,27.0,1,48,11.0
2011,11S,PSYC,28.0,1,109,10.0
2012,12S,PSYC,28.0,1,150,10.0
2013,13S,PSYC,28.0,1,142,11.0
2014,14S,PSYC,28.0,1,69,10.0
2015,15S,PSYC,28.0,1,95,11.0
2016,16S,PSYC,28.0,1,130,10.0
2017,17S,PSYC,28.0,1,173,10.0
2018,18S,PSYC,28.0,1,117,11.0
2019,19S,PSYC,28.0,1,98,11.0
2011,11F,PSYC,40.0,1,28,12.0
2012,12F,PSYC,40.0,1,61,10.0
2013,13F,PSYC,40.0,1,28,11.0
2014,14F,PSYC,40.0,1,30,11.0
2015,15F,PSYC,40.0,1,21,11.0
2016,16F,PSYC,40.0,1,33,10.0
2017,17F,PSYC,40.0,1,26,11.0
2018,18F,PSYC,40.0,1,36,11.0
2019,19F,PSYC,40.0,1,30,11.0
2011,11W,PSYC,43.0,1,82,11.0
2012,12W,PSYC,43.0,1,71,10.0
2013,13W,PSYC,43.0,1,62,10.0
2014,14W,PSYC,43.0,1,59,11.0
2016,16W,PSYC,43.0,1,35,11.0
2017,17W,PSYC,43.0,1,38,11.0
2018,18W,PSYC,43.0,1,13,11.0
2018,18F,PSYC,43.0,1,35,11.0
2012,12F,PSYC,44.0,1,41,11.0
2013,13F,PSYC,44.0,1,42,12.0
2015,15W,PSYC,44.0,1,42,10.5
2016,16S,PSYC,44.0,1,40,11.0
2017,17W,PSYC,44.0,1,36,12.0
2017,17F,PSYC,44.0,1,39,11.0
2018,18F,PSYC,44.0,1,39,12.0
2011,11F,PSYC,45.0,1,33,11.0
2012,12W,PSYC,45.0,1,32,10.0
2012,12F,PSYC,45.0,1,32,11.0
2013,13W,PSYC,45.0,1,34,10.0
2013,13F,PSYC,45.0,1,34,10.5
2014,14W,PSYC,45.0,1,35,10.0
2014,14F,PSYC,45.0,1,35,11.0
2015,15W,PSYC,45.0,1,35,11.0
2015,15F,PSYC,45.0,1,27,9.0
2016,16W,PSYC,45.0,1,31,10.0
2016,16F,PSYC,45.0,1,18,10.0
2017,17W,PSYC,45.0,1,33,11.0
2017,17F,PSYC,45.0,1,26,9.0
2018,18W,PSYC,45.0,1,26,9.0
2018,18F,PSYC,45.0,1,22,9.5
2019,19W,PSYC,45.0,1,21,10.0
2019,19F,PSYC,45.0,1,37,10.0
2020,20W,PSYC,45.0,1,23,9.0
2011,11S,PSYC,46.0,1,38,9.0
2012,12S,PSYC,46.0,1,39,9.0
2013,13S,PSYC,46.0,1,39,9.0
2014,14S,PSYC,46.0,1,31,9.0
2015,15S,PSYC,46.0,1,30,9.0
2016,16S,PSYC,46.0,1,28,9.0
2017,17S,PSYC,46.0,1,37,9.0
2018,18S,PSYC,46.0,1,19,9.0
2019,19S,PSYC,46.0,1,28,9.0
2011,11W,PSYC,50.0,2,40,10.5
2011,11F,PSYC,50.0,3,80,10.833333333333334
2012,12W,PSYC,50.0,1,19,10.0
2012,12F,PSYC,50.0,2,65,10.0
2013,13F,PSYC,50.0,2,59,10.5
2014,14W,PSYC,50.0,2,59,10.0
2011,11W,PSYC,51.0,1,21,11.0
2011,11S,PSYC,51.0,1,17,11.0
2011,11X,PSYC,51.0,1,15,12.0
2012,12W,PSYC,51.0,1,20,12.0
2012,12S,PSYC,51.0,2,60,10.5
2013,13S,PSYC,51.0,2,40,11.0
2013,13F,PSYC,51.0,2,66,11.0
2014,14W,PSYC,51.0,1,11,12.0
2011,11S,PSYC,52.0,2,71,11.0
2012,12W,PSYC,52.0,1,37,10.0
2012,12S,PSYC,52.0,2,71,10.75
2013,13W,PSYC,52.0,1,40,10.0
2013,13S,PSYC,52.0,1,33,11.0
2011,11S,PSYC,53.0,1,33,10.0
2011,11F,PSYC,53.0,1,32,11.0
2012,12W,PSYC,53.0,1,33,10.0
2012,12S,PSYC,53.0,1,29,10.0
2013,13W,PSYC,53.0,2,68,10.5
2013,13S,PSYC,53.0,1,34,11.0
2013,13F,PSYC,53.0,1,30,10.5
2014,14F,PSYC,53.0,1,24,10.0
2011,11F,PSYC,54.0,1,22,11.0
2012,12X,PSYC,54.0,1,14,12.0
2012,12F,PSYC,54.0,1,28,11.0
2013,13X,PSYC,54.0,1,12,12.0
2014,14W,PSYC,54.0,1,35,11.0
2014,14W,PSYC,59.0,1,32,11.0
2015,15W,PSYC,59.0,1,18,11.0
2018,18S,PSYC,59.0,1,14,11.5
2011,11W,PSYC,60.0,1,19,12.0
2011,11F,PSYC,60.0,1,12,11.0
2012,12W,PSYC,60.0,1,11,11.0
2012,12F,PSYC,60.0,1,11,11.0
2013,13W,PSYC,60.0,1,17,11.0
2014,14W,PSYC,60.0,1,15,11.0
2015,15F,PSYC,60.0,1,11,11.0
2016,16W,PSYC,60.0,1,13,11.0
2016,16F,PSYC,60.0,1,13,12.0
2017,17W,PSYC,60.0,1,12,11.5
2017,17F,PSYC,60.0,1,13,12.0
2018,18F,PSYC,60.0,1,15,11.0
2019,19W,PSYC,60.0,1,11,11.0
2019,19S,PSYC,60.0,1,14,11.5
2019,19F,PSYC,60.0,1,11,12.0
2020,20W,PSYC,60.0,1,10,11.0
2011,11F,PSYC,63.0,1,12,11.0
2018,18W,PSYC,63.0,1,10,11.5
2011,11S,PSYC,65.0,1,22,9.5
2011,11F,PSYC,65.0,1,16,10.0
2012,12S,PSYC,65.0,1,28,10.0
2012,12F,PSYC,65.0,1,20,9.0
2013,13S,PSYC,65.0,1,27,9.0
2013,13F,PSYC,65.0,2,46,9.0
2014,14S,PSYC,65.0,1,24,9.0
2014,14F,PSYC,65.0,2,49,9.0
2015,15S,PSYC,65.0,2,40,9.5
2015,15F,PSYC,65.0,2,30,9.5
2016,16S,PSYC,65.0,1,42,9.5
2016,16F,PSYC,65.0,1,20,11.5
2017,17S,PSYC,65.0,1,24,9.0
2017,17F,PSYC,65.0,1,17,8.0
2018,18W,PSYC,65.0,1,11,11.0
2018,18S,PSYC,65.0,1,25,10.0
2018,18F,PSYC,65.0,1,19,9.0
2019,19W,PSYC,65.0,1,11,10.0
2019,19S,PSYC,65.0,1,18,10.0
2015,15S,PSYC,7.02,1,16,11.0
2016,16S,PSYC,7.02,1,16,10.0
2017,17S,PSYC,7.02,1,15,10.0
2018,18S,PSYC,7.02,1,16,11.5
2019,19S,PSYC,7.02,1,16,11.0
2015,15W,PSYC,7.03,1,16,11.0
2016,16W,PSYC,7.03,1,16,11.0
2017,17W,PSYC,7.03,1,16,11.0
2018,18W,PSYC,7.03,1,16,11.0
2019,19W,PSYC,7.03,1,16,11.0
2020,20W,PSYC,7.03,1,15,11.0
2014,14W,PSYC,80.0,1,12,12.0
2014,14S,PSYC,80.0,1,11,10.0
2011,11W,PSYC,81.0,1,16,11.0
2011,11W,PSYC,83.0,1,15,11.0
2011,11S,PSYC,83.0,1,16,11.5
2012,12W,PSYC,83.0,1,11,11.0
2012,12S,PSYC,83.0,2,29,11.0
2012,12F,PSYC,83.0,1,13,12.0
2013,13W,PSYC,83.0,2,24,11.5
2013,13S,PSYC,83.0,1,14,11.5
2013,13F,PSYC,83.0,1,20,11.0
2014,14W,PSYC,83.0,3,40,11.166666666666666
2011,11S,PSYC,84.0,1,10,11.0
2012,12S,PSYC,85.0,1,18,11.0
2014,14S,PSYC,85.0,1,15,11.0
2011,11F,PSYC,86.0,1,14,9.0
2012,12W,PSYC,86.0,1,11,11.0
2012,12F,PSYC,86.0,1,14,12.0
2013,13F,PSYC,86.0,1,12,12.0
2014,14W,PSYC,86.0,1,12,12.0
2012,12F,PSYC,87.0,1,13,10.0
2011,11W,PSYC,91.0,1,14,12.0
2011,11S,PSYC,91.0,1,10,12.0
2015,15S,PSYC,50.01,1,35,10.0
2015,15F,PSYC,50.01,1,34,10.5
2016,16F,PSYC,50.01,1,27,11.0
2017,17F,PSYC,50.01,1,38,11.0
2019,19W,PSYC,50.01,1,35,11.0
2020,20W,PSYC,50.01,1,29,11.0
2016,16W,PSYC,50.02,1,18,10.0
2019,19F,PSYC,50.02,1,15,11.0
2014,14F,PSYC,50.04,1,34,10.0
2016,16X,PSYC,50.04,1,37,10.0
2017,17X,PSYC,50.04,1,35,11.0
2018,18X,PSYC,50.04,1,38,11.0
2014,14S,PSYC,50.05,1,33,12.0
2015,15W,PSYC,50.07,1,13,11.0
2016,16S,PSYC,50.07,1,12,10.0
2015,15W,PSYC,50.08,1,12,11.0
2019,19X,PSYC,50.08,1,24,10.0
2015,15W,PSYC,50.09,1,32,11.5
2016,16W,PSYC,50.09,1,19,11.0
2017,17S,PSYC,50.09,1,24,11.0
2018,18W,PSYC,50.09,1,16,12.0
2018,18F,PSYC,50.09,1,22,11.0
2019,19F,PSYC,50.09,1,31,11.0
2015,15S,PSYC,50.1,1,10,11.0
2015,15S,PSYC,51.01,1,22,11.0
2020,20W,PSYC,51.01,1,13,12.0
2014,14F,PSYC,51.02,1,31,10.0
2015,15F,PSYC,51.02,1,27,11.0
2016,16F,PSYC,51.02,1,11,11.0
2017,17F,PSYC,51.02,1,21,11.0
2014,14F,PSYC,51.03,1,31,11.0
2016,16S,PSYC,51.03,1,11,11.0
2016,16F,PSYC,51.03,1,15,12.0
2014,14S,PSYC,51.04,1,15,11.0
2015,15S,PSYC,51.04,1,14,11.0
2016,16S,PSYC,51.04,1,17,11.0
2014,14F,PSYC,51.05,1,23,10.0
2018,18S,PSYC,51.05,1,22,11.0
2015,15F,PSYC,51.07,1,22,11.5
2016,16W,PSYC,51.09,1,12,10.5
2017,17W,PSYC,51.09,1,29,12.0
2018,18W,PSYC,51.09,1,25,12.0
2019,19F,PSYC,51.09,1,31,11.0
2018,18W,PSYC,51.11,1,32,11.0
2019,19W,PSYC,51.11,1,37,11.0
2014,14S,PSYC,52.01,1,34,12.0
2015,15S,PSYC,52.01,1,37,12.0
2015,15F,PSYC,52.01,1,22,11.0
2016,16F,PSYC,52.01,1,22,11.5
2017,17F,PSYC,52.01,1,28,10.0
2018,18F,PSYC,52.01,1,17,12.0
2014,14S,PSYC,52.02,1,30,10.0
2017,17S,PSYC,52.04,1,14,11.0
2018,18S,PSYC,52.04,1,16,11.0
2019,19F,PSYC,52.04,1,25,11.0
2019,19S,PSYC,52.05,1,32,11.0
2014,14S,PSYC,53.02,1,23,10.0
2014,14S,PSYC,53.03,1,27,10.0
2015,15S,PSYC,53.03,1,16,10.0
2016,16S,PSYC,53.03,1,26,10.0
2015,15S,PSYC,53.09,1,15,11.0
2016,16W,PSYC,53.1,1,22,12.0
2017,17S,PSYC,53.1,1,36,12.0
2018,18W,PSYC,53.1,1,37,11.0
2019,19F,PSYC,53.1,1,39,12.0
2016,16S,PSYC,53.11,1,20,11.0
2017,17S,PSYC,53.11,1,26,11.0
2018,18S,PSYC,53.11,1,28,11.0
2018,18W,PSYC,53.12,1,17,11.0
2020,20W,PSYC,53.12,1,35,11.0
2019,19S,PSYC,53.13,1,33,10.0
2014,14X,PSYC,54.01,1,15,12.0
2015,15W,PSYC,54.02,1,34,11.0
2016,16W,PSYC,54.02,1,22,12.0
2017,17W,PSYC,54.02,1,21,12.0
2018,18W,PSYC,54.02,1,33,11.0
2019,19W,PSYC,54.02,1,35,12.0
2016,16S,PSYC,54.03,1,26,12.0
2017,17S,PSYC,54.03,1,21,12.0
2018,18S,PSYC,54.03,1,24,11.0
2019,19S,PSYC,54.03,1,32,11.5
2016,16F,PSYC,54.05,1,34,12.0
2017,17F,PSYC,54.05,1,33,12.0
2019,19W,PSYC,54.05,1,34,12.0
2017,17W,PSYC,54.06,1,16,12.0
2018,18S,PSYC,54.06,1,23,12.0
2019,19W,PSYC,54.06,1,17,11.0
2020,20W,PSYC,54.06,1,36,12.0
2018,18F,PSYC,54.07,1,11,12.0
2019,19F,PSYC,54.07,1,12,12.0
2014,14F,PSYC,60.01,1,13,11.0
2015,15W,PSYC,60.01,1,15,11.0
2015,15F,PSYC,80.01,1,10,12.0
2018,18S,PSYC,80.01,1,12,12.0
2019,19S,PSYC,80.01,1,13,12.0
2020,20W,PSYC,80.01,1,14,12.0
2015,15W,PSYC,80.02,1,16,11.0
2018,18S,PSYC,80.02,1,14,11.0
2020,20W,PSYC,80.02,1,13,11.0
2017,17W,PSYC,81.04,1,10,12.0
2018,18W,PSYC,81.08,1,15,11.0
2018,18F,PSYC,81.08,1,11,11.0
2017,17F,PSYC,81.09,1,10,11.5
2019,19S,PSYC,81.09,1,14,12.0
2019,19W,PSYC,81.1,1,14,12.0
2015,15S,PSYC,83.03,1,13,11.0
2016,16W,PSYC,83.03,1,14,11.0
2017,17W,PSYC,83.03,1,14,11.0
2017,17S,PSYC,83.05,1,17,12.0
2018,18S,PSYC,83.07,1,16,12.0
2019,19S,PSYC,83.07,1,15,12.0
2019,19F,PSYC,83.07,1,15,12.0
2015,15W,PSYC,84.03,1,16,11.5
2016,16W,PSYC,84.03,1,15,12.0
2015,15F,PSYC,84.04,1,13,12.0
2018,18S,PSYC,84.05,1,14,12.0
2020,20W,PSYC,84.05,1,16,12.0
2016,16W,PSYC,85.03,1,10,12.0
2015,15S,PSYC,85.04,1,14,11.5
2016,16S,PSYC,85.04,1,10,10.5
2017,17S,PSYC,85.04,1,14,12.0
2016,16W,PSYC,86.01,1,10,11.5
2017,17F,PSYC,86.01,1,14,11.0
2016,16F,PSYC,86.04,1,15,12.0
2018,18F,PSYC,86.04,1,13,11.0
2015,15S,PSYC,87.01,1,15,11.0
2013,13F,QBS,175.0,1,14,11.5
2014,14F,QBS,175.0,1,10,10.0
2015,15F,QBS,175.0,1,32,11.0
2015,15F,QSS,15.0,1,18,9.5
2016,16S,QSS,15.0,1,10,12.0
2017,17F,QSS,15.0,1,26,10.0
2018,18F,QSS,15.0,1,46,10.0
2019,19F,QSS,15.0,1,33,10.0
2015,15F,QSS,17.0,1,23,11.0
2016,16F,QSS,17.0,2,106,10.0
2017,17F,QSS,17.0,2,56,9.75
2018,18W,QSS,17.0,2,47,10.0
2019,19W,QSS,17.0,1,22,11.0
2019,19S,QSS,17.0,2,44,10.5
2019,19X,QSS,17.0,2,54,10.0
2019,19F,QSS,17.0,1,29,10.0
2016,16S,QSS,18.0,1,39,10.0
2016,16X,QSS,18.0,1,29,10.0
2018,18S,QSS,18.0,2,63,10.0
2019,19W,QSS,18.0,1,33,10.0
2020,20W,QSS,18.0,2,91,10.5
2015,15F,QSS,36.0,1,13,8.0
2016,16F,QSS,36.0,1,11,10.0
2018,18F,QSS,36.0,1,18,10.5
2015,15F,QSS,41.0,1,12,12.0
2018,18S,QSS,41.0,1,27,11.0
2019,19S,QSS,41.0,1,21,12.0
2020,20W,QSS,54.0,1,11,12.0
2019,19W,QSS,82.0,1,22,11.0
2020,20W,QSS,82.0,1,27,11.0
2018,18W,QSS,88.0,1,10,11.5
2015,15F,QSS,30.01,1,27,10.0
2017,17F,QSS,30.01,1,25,10.0
2018,18F,QSS,30.01,1,27,10.0
2019,19F,QSS,30.01,1,32,10.0
2016,16W,QSS,30.02,1,17,11.0
2017,17S,QSS,30.02,1,14,11.0
2018,18W,QSS,30.02,1,16,9.5
2016,16S,QSS,30.03,1,15,11.0
2017,17S,QSS,30.03,1,16,11.0
2018,18S,QSS,30.03,1,14,10.5
2018,18W,QSS,30.04,1,18,11.5
2016,16F,QSS,30.05,1,22,12.0
2016,16S,QSS,30.06,1,12,11.0
2017,17S,QSS,30.06,1,18,11.0
2019,19W,QSS,30.06,1,22,11.0
2017,17W,QSS,30.07,1,24,12.0
2018,18W,QSS,30.07,1,25,9.0
2017,17W,QSS,30.08,1,12,12.0
2018,18W,QSS,30.08,1,12,11.5
2019,19W,QSS,30.11,1,17,12.0
2019,19F,QSS,30.13,1,29,11.0
2011,11W,REL,1.0,1,45,10.0
2011,11F,REL,1.0,1,59,10.0
2012,12W,REL,1.0,1,35,10.0
2013,13W,REL,1.0,1,26,11.0
2013,13F,REL,1.0,1,35,11.0
2014,14W,REL,1.0,1,43,10.0
2014,14F,REL,1.0,1,35,11.0
2015,15W,REL,1.0,1,24,10.0
2015,15F,REL,1.0,1,41,10.0
2012,12S,REL,2.0,1,18,11.0
2012,12X,REL,2.0,1,21,10.0
2013,13X,REL,2.0,1,15,11.0
2014,14X,REL,2.0,1,18,11.0
2016,16X,REL,2.0,1,10,11.0
2017,17F,REL,2.0,1,14,10.5
2012,12W,REL,3.0,1,34,10.0
2013,13F,REL,3.0,1,18,11.0
2011,11S,REL,4.0,1,22,10.5
2013,13S,REL,4.0,1,15,12.0
2014,14F,REL,4.0,1,16,11.0
2017,17W,REL,4.0,1,17,10.0
2019,19S,REL,4.0,1,10,11.5
2014,14W,REL,5.0,1,20,10.0
2016,16X,REL,5.0,1,32,9.0
2018,18W,REL,5.0,1,63,10.0
2019,19W,REL,5.0,1,15,12.0
2011,11F,REL,6.0,1,70,10.0
2012,12F,REL,6.0,1,71,10.0
2014,14S,REL,6.0,1,31,10.0
2014,14F,REL,6.0,1,48,10.0
2016,16W,REL,6.0,1,15,11.0
2016,16F,REL,6.0,1,62,10.0
2017,17F,REL,6.0,1,35,11.0
2018,18F,REL,6.0,1,29,12.0
2019,19F,REL,6.0,1,60,11.0
2011,11W,REL,7.0,1,16,12.0
2012,12W,REL,7.0,1,15,11.0
2013,13W,REL,7.0,1,14,12.0
2013,13X,REL,8.0,1,36,10.0
2014,14X,REL,8.0,1,32,11.0
2015,15F,REL,8.0,1,28,11.0
2016,16X,REL,8.0,1,56,10.0
2017,17F,REL,8.0,1,26,10.0
2019,19W,REL,8.0,1,19,12.0
2020,20W,REL,8.0,1,46,12.0
2011,11W,REL,9.0,1,42,10.0
2014,14S,REL,9.0,1,43,11.0
2017,17W,REL,9.0,1,57,11.0
2018,18W,REL,9.0,1,38,11.0
2020,20W,REL,9.0,1,39,11.0
2016,16W,REL,1.01,1,45,11.0
2017,17W,REL,1.01,1,58,11.0
2018,18F,REL,1.01,1,46,11.0
2019,19F,REL,1.01,1,33,12.0
2017,17S,REL,1.02,1,32,10.5
2018,18S,REL,1.02,1,16,9.5
2017,17F,REL,1.04,1,18,11.0
2018,18F,REL,1.04,1,24,11.0
2017,17F,REL,1.05,1,11,11.0
2019,19X,REL,1.07,1,59,11.0
2012,12W,REL,10.0,1,51,10.0
2013,13W,REL,10.0,1,52,10.0
2014,14W,REL,10.0,1,52,10.0
2016,16S,REL,10.0,1,19,11.0
2016,16F,REL,10.0,1,57,9.0
2018,18W,REL,10.0,1,16,9.5
2018,18F,REL,10.0,1,27,11.0
2019,19F,REL,10.0,1,19,11.0
2011,11F,REL,11.0,1,58,11.0
2014,14W,REL,11.0,1,51,11.0
2014,14F,REL,11.0,1,54,11.0
2017,17S,REL,11.0,1,17,11.0
2011,11X,REL,12.0,1,59,11.0
2013,13W,REL,12.0,1,47,10.0
2017,17X,REL,12.0,1,23,12.0
2015,15W,REL,13.0,1,37,11.0
2019,19W,REL,13.0,1,59,12.0
2015,15W,REL,14.0,1,24,10.0
2020,20W,REL,14.0,1,18,10.0
2011,11S,REL,15.0,1,31,10.0
2012,12W,REL,15.0,1,14,10.5
2013,13W,REL,15.0,1,32,11.0
2015,15S,REL,15.0,1,22,10.5
2016,16W,REL,15.0,1,11,11.0
2017,17W,REL,15.0,1,45,10.0
2012,12X,REL,16.0,1,51,10.0
2014,14S,REL,16.0,1,13,11.0
2015,15S,REL,16.0,1,40,10.0
2017,17S,REL,16.0,1,33,11.0
2018,18X,REL,16.0,1,12,10.0
2019,19X,REL,16.0,1,11,11.0
2011,11F,REL,17.0,1,27,11.0
2012,12F,REL,17.0,1,50,9.0
2013,13F,REL,17.0,1,18,12.0
2015,15F,REL,17.0,1,23,12.0
2013,13S,REL,18.0,1,49,11.0
2016,16S,REL,18.0,1,49,11.0
2018,18S,REL,18.0,1,54,11.0
2019,19F,REL,18.0,1,55,11.0
2011,11W,REL,19.0,1,60,10.5
2012,12W,REL,19.0,1,35,11.0
2012,12S,REL,19.0,1,11,11.0
2012,12X,REL,19.0,1,10,11.0
2014,14W,REL,19.0,1,18,12.0
2011,11S,REL,20.0,1,31,11.0
2012,12S,REL,20.0,1,26,10.5
2013,13S,REL,20.0,1,30,11.0
2013,13F,REL,20.0,1,20,11.0
2011,11W,REL,23.0,1,17,12.0
2013,13S,REL,23.0,1,29,10.0
2015,15S,REL,23.0,1,29,10.0
2017,17S,REL,23.0,1,24,11.0
2019,19S,REL,23.0,1,34,12.0
2019,19F,REL,23.0,1,18,12.0
2013,13S,REL,26.0,1,10,10.5
2011,11S,REL,28.0,1,11,11.0
2012,12S,REL,28.0,1,10,11.0
2011,11F,REL,29.0,1,16,11.0
2013,13W,REL,29.0,1,12,11.0
2014,14S,REL,29.0,1,18,11.0
2020,20W,REL,3.01,1,18,11.0
2013,13S,REL,30.0,1,28,10.0
2011,11S,REL,31.0,1,21,11.0
2013,13S,REL,31.0,1,17,11.0
2017,17F,REL,31.0,1,19,10.0
2019,19W,REL,31.0,1,12,10.5
2011,11W,REL,32.0,1,13,11.0
2013,13F,REL,33.0,1,12,11.0
2016,16F,REL,33.0,1,11,12.0
2019,19S,REL,33.0,1,14,12.0
2019,19X,REL,34.0,1,22,10.5
2011,11W,REL,35.0,1,13,11.0
2015,15S,REL,35.0,1,11,11.0
2015,15S,REL,36.0,1,21,12.0
2018,18S,REL,36.0,1,33,12.0
2013,13S,REL,38.0,1,26,11.0
2014,14S,REL,38.0,1,43,11.0
2015,15W,REL,38.0,1,29,12.0
